EVTOPTFUS_FROM_TRUTH_BOMB_TT;§Y[From.GetFirstName]§! might be pleased with you.;§Y[From.GetFirstName]§! pourrait être content[From.Get_E] de vous.;§Y[From.GetFirstName]§! könnte mit Euch zufrieden sein.;;§Y[From.GetFirstName]§! podría estar encantad[From.GetOA] contigo.;;;;;;;;;x
EVTDESCA_ZE_12080;I saw that the private chambers of [conscientious_events_char_1.GetFullName] were very messy. Papers, books and things lying around everywhere!;J'ai vu que les appartements de [conscientious_events_char_1.GetFullName] étaient vraiment en désordre. Des papiers, des livres et d'autres choses éparpillées par terre !;In den Privatgemächern von [conscientious_events_char_1.GetFullName] herrscht große Unordnung. Papiere, Bücher und andere Sachen liegen überall herum!;;Vi que las habitaciones privadas de [conscientious_events_char_1.GetFullName] estaban muy desorganizados. ¡Papeles, libros y cosas tiradas por todas partes!;;;;;;;;;x
EVTDESCA_ZE_12082;As I enter my chambers, all of the work I had done in my spare time seems to have been cleaned up and put back. Books are neatly set in alphabetical order and notes have been thrown away. [From.GetFullName] was apparently 'cleaning' earlier.;En pénétrant dans mes appartements, tout le travail accompli pendant mon temps libre semble avoir été nettoyé et rangé. Les livres sont triés par ordre alphabétique et toutes mes notes ont été jetées. [From.GetFullName] a apparemment fait le « ménage » un peu plus tôt.;Als ich meine Kammer betrete, stelle ich fest, dass alle Bücher und Papiere, mit denen ich gearbeitet habe, sortiert und in tadellosem Zustand an ihren Platz geräumt wurden. Offenbar hat [From.GetFullName] vorher hier "saubergemacht".;;Al entrar en mis habitaciones, todo el trabajo que había hecho en mi tiempo libre parece haber sido limpiado y puesto en su sitio. Los libros se encuentran perfectamente ordenados alfabéticamente y han tirado las nota. Al parecer, [From.GetFullName] estuvo 'limpiando' antes.;;;;;;;;;x
EVTDESCA_ZE_12084;[From.GetTitledName] didn't like that I was cleaning [From.GetHerHis] chambers, [From.GetSheHe] could not find important books. Now [From.GetSheHe] messed mine up and said I wasn't allowed back in [From.GetHersHis] anymore.;[From.Get_Le_TitledName] n'a pas apprécié que je range ses appartements, [From.GetIlElle] n'a pas pu retrouver certains livres importants. Maintenant, [From.GetIlElle] a mis la pagaille dans la mienne et a dit qu'il me serait interdit de pénétrer dans sa chambre à l'avenir.;[From.GetTitledName] fand es nicht gut, dass ich [From.GetHerHis]e Kammer aufgeräumt habe, und konnte verschiedene wichtige Bücher nicht mehr finden. Nun hat [From.GetSheHe] meine durcheinander gebracht und mir verboten, die Kammer noch einmal zu betreten.;;A [From.GetTitledName] no le ha gustado que estuviese limpiando [From.GetHerHis] habitaciones, [From.GetSheHe] no pudo encontrar libros importantes. Ahora [From.GetSheHe] ha desordenado la mía y dice que ya no se me permite más entrar en la  [From.GetHerHis]ya.;;;;;;;;;x
EVTDESCA_ZE_12086;[From.GetFirstName] is quietly cleaning [From.GetHerHis] chambers after my episode in there. Seems like this is a very thorough child.;[From.GetFirstName] nettoie tranquillement ses appartements après mon passage. La minutie semble être l'un de ses traits de caractère dominants.;Nach dem Zwischenfall räumt [From.GetFirstName] ohne etwas zu sagen [From.GetHerHis]e Kammer auf. Dieses Kind ist offenbar wirklich sehr sorgfältig.;;[From.GetFirstName] limpia silenciosamente [From.GetHerHis] habitaciones después de mi episodio de allí. Parece que es un[From.GetXA] niñ[From.GetOA] muy cuidados[From.GetOA].;;;;;;;;;x
EVTDESCA_ZE_12090;It's bedtime but I can't find my favorite toy. I have it when I go to sleep.;C'est l'heure d'aller se coucher, mais je ne trouve pas mon jouet favori. Je l'ai toujours avec moi pour aller dormir.;Es wird Zeit, schlafen zu gehen, aber ich kann mein Lieblingsspielzeug nicht finden. Ich muss es haben, wenn ich schlafen gehe.;;Es hora de acostarse, pero no encuentro mi juguete favorito. Lo tengo cuando voy a dormir.;;;;;;;;;x
EVTDESCA_ZE_12092;[From.GetFirstName] says [From.GetHerHis] favorite toy is missing and [From.GetSheHe] won't go to bed without it. I may have thrown it out today when I was tidying up.;[From.GetFirstName] dit que son jouet favori a disparu, et qu'[From.GetIlElle] n'ira pas se coucher sans lui. L'aurais-je jeté aujourd'hui, pendant que je rangeais ?;[From.GetFirstName] sagt, dass [From.GetHerHis] Lieblingsspielzeug verschwunden sei und dass [From.GetSheHe] ohne es nicht zu Bett gehen könne. Ich glaube, ich habe es heute beim Aufräumen nach draußen befördert.;;[From.GetFirstName] dice que le falta [From.GetHerHis] juguete favorito y que [From.GetSheHe] no se acostará sin él. Puede que lo haya tirado cuando estaba ordenando.;;;;;;;;;x
EVTDESCA_ZE_12094;[From.GetFirstName] offered to get me a new toy. [From.GetSheHeCap] said we could go find something nice tomorrow.;[From.GetFirstName] a proposé de m'offrir un nouveau jouet. [From.GetIlElleCap] a dit que nous pourrions aller trouver quelque chose de bien dès demain.;[From.GetFirstName] bot mir an, ein neues Spielzeug zu besorgen. [From.GetSheHeCap] sagte, wir würden morgen eines suchen.;;[From.GetFirstName] se ofreció a conseguirme un nuevo juguete. [From.GetSheHeCap] dijo que mañana podíamos ir a buscar algo bonito mañana.;;;;;;;;;x
EVTDESCA_ZE_12096;My offer to purchase a new toy was rejected by [From.GetFirstName]. [From.GetSheHeCap] is upset I would even suggest such a thing.;[From.GetFirstName] a rejeté ma proposition de lui offrir un nouveau jouet. Le simple fait de proposer une telle chose a déclenché sa colère.;[From.GetFirstName] lehnte meinen Vorschlag, etwas Neues zu kaufen, ab. [From.GetSheHeCap] scheint zornig zu sein, dass ich so etwas überhaupt vorschlagen konnte.;;[From.GetFirstName] rechazó mi oferta de comprar un juguete nuevo. [From.GetSheHeCap] se siente molest[From.GetOA] de haber propuesto tal cosa.;;;;;;;;;x
EVTDESCA_ZE_12100;Today [curious_events_char_1.GetFullName] said [curious_events_char_1.GetSheHe] had to attend to various important matters, and I would have to spend the day alone.;Aujourd'hui, [curious_events_char_1.GetFullName] a dit qu'[curious_events_char_1.GetIlElle] devait s'occuper de diverses importantes affaires, et que je devrais passer la journée en solitaire.;[curious_events_char_1.GetFullName] sagte, [curious_events_char_1.GetSheHe] habe heute Verschiedenes zu erledigen und ich müsse den Tag allein verbringen.;;Hoy [curious_events_char_1.GetFullName] dijo que [curious_events_char_1.GetSheHe] tenía que atender varios asuntos importantes, y tendría que gastar el día solo.;;;;;;;;;x
EVTDESCA_ZE_12102;I had told [From.GetFirstName] to stay at home, but just as I finish purchasing my gift to [From.GetHerHim] I turn around and see [From.GetHerHim] trying to hide from me. The surprise is ruined.;J'avais dit à [From.GetFirstName] de rester à la maison, mais alors que je venais de finir de lui acheter un cadeau, je [From.GetLeLa] vois essayant de se cacher. Ma surprise n'en est plus une.;Ich hatte [From.GetFirstName] darum gebeten, zuhause zu bleiben, aber als ich im Begriff bin, das Geschenk für [From.GetHerHim] zu bezahlen, bemerke ich, dass [From.GetSheHe] mich beobachtet. Die Überraschung ist damit dahin.;;Le dije a [From.GetFirstName] que se quedase en casa, pero cuando acaba de comprar el regalo que [From.GetHerHim] voy a regalar, me giro y [From.GetHerHim] veo tratando de esconderse de mí. La sorpresa está estropeada.;;;;;;;;;x
EVTDESCA_ZE_12104;[From.GetTitledName] was buying things at the market and [From.GetSheHe] saw me there. Then [From.GetSheHe] pinched my ear and said I should do what I am told. [From.GetSheHeCap] was getting me a treats at the market but now I won't get any!;[From.Get_Le_TitledName] faisait des achats au marché, et je n'ai pas réussi à me camoufler suffisamment. Ensuite, [From.GetIlElle] m'a tiré les oreilles et m'a dit que je devais faire ce qu'on me disait. [From.GetIlElleCap] m'achetait un cadeau au marché mais maintenant, je n'en aurai aucun !;[From.GetTitledName] war auf dem Markt, um etwas zu kaufen, als [From.GetSheHe] mich dort sah. Dann hielt [From.GetSheHe] mich am Ohr fest und sagte mir, ich solle tun, wie mir befohlen wurde. [From.GetSheHeCap] hatte vor, mir auf dem Markt etwas Leckeres zu kaufen, aber nun gehe ich leer aus!;;[From.GetTitledName] estaba comprando cosas en el mercado y [From.GetSheHe] me vio allí. [From.GetSheHe] me cogió de la oreja y me dijo que tengo que hacer lo que me dicen. ¡[From.GetSheHeCap] me estaba comprando unas golosinas en el mercado pero ahora me quedaré sin ninguna!;;;;;;;;;x
EVTDESCA_ZE_12106;[From.GetFirstName] didn't react well to my way of correcting [From.GetHerHis] behavior. I fear [From.GetSheHe] is even more suspicious towards me now.;[From.GetFirstName] n'a pas réagi favorablement à la façon dont j'ai corrigé son attitude. Je crains que sa méfiance à mon égard ne fasse qu'empirer.;[From.GetFirstName] reagierte nicht besonders erfreut auf meine Erziehungsmethoden. Nun befürchte ich, dass [From.GetSheHe] mir gegenüber noch misstrauischer wird.;;[From.GetFirstName] no reacciona bien a mi forma de corregir [From.GetHerHis] comportamiento. Temo que [From.GetSheHe] ahora sospecha aún más de mí.;;;;;;;;;x
EVTDESCA_ZE_12110;[idolizer_events_char_1.GetTitledName] is so kind to me. And [idolizer_events_char_1.GetSheHe] seems to know so much about everything.;[idolizer_events_char_1.Get_Le_TitledName] fait preuve d'énormément de gentillesse à mon égard, et [idolizer_events_char_1.GetIlElle] semble connaître tellement de choses sur tant de sujets différents.;[idolizer_events_char_1.GetTitledName] ist so freundlich zu mir. Und [idolizer_events_char_1.GetSheHe] scheint über beinahe alles jede Menge zu wissen.;;[idolizer_events_char_1.GetTitledName] me trata tan bien. Y parece que [idolizer_events_char_1.GetSheHe] sabe mucho de todo.;;;;;;;;;x
EVTDESCA_ZE_12112;[From.GetFirstName] has written a song in my honor. Apparently [From.GetSheHe] wants me to know that I'm the best person in the world.;[From.GetFirstName] a écrit une chanson en mon honneur. Apparemment, [From.GetIlElle] veut que je sache que je suis la meilleure personne du monde.;[From.GetFirstName] hat ein Lied zu meinen Ehren geschrieben. Offenbar möchte [idolizer_events_char_2.GetSheHe] mir sagen, dass ich der beste Mensch auf der ganzen Welt bin.;;[From.GetFirstName] ha escrito una canción en mi honor. Por lo visto [From.GetSheHe] quiere que sepa que soy la mejor persona del mundo.;;;;;;;;;x
EVTDESCA_ZE_12114;[From.GetFirstName] was very happy for my gesture. [From.GetSheHeCap] agreed that [From.GetHerHis] exceptional personality and skill is worthy of songs and praise. Now the others could see [From.GetHerHim] for what [From.GetSheHe] is.;[From.GetFirstName] était aux anges suite à mon geste. [From.GetIlElleCap] est d'accord que sa personnalité et ses compétences exceptionnelles valent bien une chanson et des éloges. Maintenant, les autres sauront qui [From.GetIlElle] est vraiment.;[From.GetFirstName] freute sich über meine Geste und ist der Meinung, Lieder und Lobpreisung verdient zu haben. Nun könne jeder erfahren, was für Qualitäten [From.GetSheHe] habe.;;[From.GetFirstName] estaba muy feliz por mi gesto. [From.GetSheHeCap] coincidió en que [From.GetHerHis] habilidad y personalidad excepcional es digna de alabanza y de canciones. Ahora los demás podría apreciar[From.GetHerHim] por cómo es [From.GetSheHe].;;;;;;;;;x
EVTDESCA_ZE_12116;[From.GetFirstName] is no less impressed by me now. It seems I'm quite the idol for [From.GetHerHim].;À ce stade, [From.GetFirstName] a une certaine fascination pour moi. Je suis un peu son idole.;[From.GetFirstName] ist sehr beeindruckt von mir und scheint mich zu vergöttern.;;[From.GetFirstName] se siente bastante impresionado por mí. Parece que soy un ídolo para [From.GetSheHe].;;;;;;;;;x
EVTDESCA_ZE_12211;Recently, you notice that there is something wrong with Flipper. [Root.GetSheHeCap] doesn't scurry around and play like [Root.GetSheHe] used to, [Root.GetSheHe] just lies down and moans pitifully, peering at you with [Root.GetHerHis] little beady eyes. [Root.GetSheHeCap] is obviously sick and starving.;Récemment, vous avez remarqué que quelque chose ne va pas chez Passe-partout. Il ne court et ne joue pas comme à son habitude et pousse de petits gémissements en restant allongé, vous regardant avec ses petits yeux perçants. Le pauvre animal semble malade et affamé.;Vor Kurzem ist Euch aufgefallen, dass irgendetwas mit Hopser nicht stimmt. Er stöbert und spielt auch nicht mehr, sondern liegt einfach nur da und winselt. Aus traurigen Knopfaugen schaut er dich an. Euch wird klar, dass das Tier verhungern und sterben wird.;;Recientemente, te has dado cuenta de que a Aleta le pasa algo. [Root.GetSheHeCap] no corre de un lado a otro y juega como solía hacer, [Root.GetSheHe] se tumba y gime lastimosamente, mirándote con [Root.GetHerHis]  pequeños ojos redondos y brillantes. [Root.GetSheHeCap] está obviamente enferm[Root.GetOA] y hambrient[Root.GetOA].;;;;;;;;;x
EVTDESCA_ZE_12219;As the guards release you from the dungeon, you take one last look back. You see Flipper staring at you intently for a moment, [Root.GetHerHis] little eyes shining strangely in the half-darkness. Then [Root.GetSheHe] scurries away into a corner and out of sight.;Alors que les gardes vous libèrent du cachot, vous jetez un dernier regard en arrière. Vous apercevez Passe-partout qui vous fixe intensément pendant un instant, ses petits yeux brillant d'une lueur étrange dans la pénombre. L'animal détale ensuite dans un coin hors de votre vue.;Als die Wachen Euch freilassen, werft Ihr einen letzten Blick zurück. Aufmerksam schaut Hopser Euch an, wobei seine kleinen Augen im Halbdunkel leuchten. Dann wuselt er los und verschwindet aus Eurem Blickfeld.;;Como las guardias te liberan del calabozo, echas un último vistazo atrás. Ves a Aleta mirándote fijamente durante un momento, sus ojitos brillando extrañamente en la semioscuridad. Entonces [Root.GetSheHe] se escapa a un rincón fuera de la vista.;;;;;;;;;x
EVTDESCA_ZE_12232;Languishing in the dungeon, I suddenly one day hear a small voice calling to me. It seems there is a young child in the cell next to mine...;Languissant au cachot, j'ai soudainement entendu une petite voix m'appeler. On dirait qu'un jeune enfant est dans la cellule à côté de la mienne.;Eines Tages, nach einiger Zeit im Kerker, höre ich plötzlich, wie jemand mit dünner Stimme nach mir ruft. Ist dort etwa ein kleines Kind in einer der Zellen neben mir?;;Languideciendo en la mazmorra, de repente un día escucho una voz que me llama. Parece que hay un niño en la celda de al lado...;;;;;;;;;x

EVTDESCB_ZE_12000;Walking across the yard, I see [haughty_events_char_1.GetTitledFirstName] angrily beating a dog with a heavy stick.;Traversant la cour, j'aperçois [haughty_events_char_1.Get_le_TitledFirstName] en train de frapper violemment un chien à coups de bâton.;Als ich über den Hof gehe, sehe ich, wie [haughty_events_char_1.GetTitledFirstName] ärgerlich mit einem Knüppel auf einen Hund einschlägt.;;Caminando por el patio, veo a [haughty_events_char_1.GetTitledFirstName] pegando furiosamente a un perro con un palo pesado.;;;;;;;;;x
EVTDESCB_ZE_12002;As I'm spending a pleasant moment alone with the attractive cook, young [From.GetFirstName] comes upon us. However, [From.GetSheHe] only winks in complicity and sneaks away.;Alors que je passe un bon moment en cuisine en charmante compagnie, [From.GetFirstName] vient vers nous. Cependant, [From.GetIlElle] se contente de me faire un clin d'oeil et poursuit son chemin.;Gerade als es bei meinem Techtelmechtel mit dem Koch interessant wird, platzt Klein [From.GetFirstName] herein und zwinkert mir vielsagend zu, bevor [From.GetSheHe] lautlos verschwindet.;;Mientras paso un momento agradable a solas con el cocinero atractivo, [From.GetElLa] joven [From.GetFirstName] nos descubre. Sin embargo, [From.GetSheHe] sólo nos guiña un ojo en complicidad y se va.;;;;;;;;;x
