monastic_order_benedictine;[GetBenedictineSocietyName];[GetBenedictineSocietyName];[GetBenedictineSocietyName];;;;;;;;;;;x
secret_religious_society_aztec_pagan_reformed_desc_REAL;The faithful Aztecs bravely worship their high God, the warrior Huitzilopochtli, despite being surrounded by enemies on every side. If they stay true and send him human sacrifices as gifts, he will lead them to a new dawn, a glorious conquest of fire and blood.;Les fidèles aztèques adorent courageusement leur grand Dieu, le guerrier Huitzilopochtli, bien qu'entourés d'ennemis. S'ils lui restent fidèles et envoient des sacrifices humains, il les conduira à une nouvelle aurore, une conquête glorieuse du feu et du sang.;Die gläubigen Azteken verehren tapfer ihren höchsten Gott, den Krieger Huitzilopochtli, obwohl sie auf allen Seiten von Feinden bedrängt werden. Wenn sie ihrem Glauben treu sind und ihm Menschenopfer darbringen, wird er sie zu einer neuen Morgendämmerung führen, einer glorreichen Eroberung von Feuer und Blut.;;Los fervientes aztecas veneran valerosamente a su dios, el guerrero Huitzilopochtli, a pesar de verse completamente rodeados por sus enemigos. Si mantienen su fe y le envían sacrificios humanos como obsequio, los liderará hasta un nuevo comienzo, una conquista gloriosa de fuego y sangre.;;;;;;;;;x
secret_religious_society_aztec_pagan_reformed_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_aztec_pagan_reformed_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_aztec_pagan_reformed_rank_1_male;Faithful;Fidèle;Gläubiger;;Fiel;;;;;;;;;x
secret_religious_society_aztec_pagan_reformed_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_aztec_pagan_reformed_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_aztec_pagan_reformed_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_aztec_pagan_reformed_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_aztec_pagan_reformed_rank_4_female;Herald;Messagère;Heroldin;;Mensajera;;;;;;;;;x
secret_religious_society_aztec_pagan_reformed_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_baltic_pagan;[GetReligiousCommunityName_baltic_pagan];[GetReligiousCommunityName_baltic_pagan];[GetReligiousCommunityName_baltic_pagan];;[GetReligiousCommunityName_baltic_pagan];;;;;;;;;x
secret_religious_society_baltic_pagan_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_baltic_pagan_desc;[GetReligiousSocietyDesc_baltic_pagan];[GetReligiousSocietyDesc_baltic_pagan];[GetReligiousSocietyDesc_baltic_pagan];;[GetReligiousSocietyDesc_baltic_pagan];;;;;;;;;x
secret_religious_society_baltic_pagan_desc_REAL;As children of Dievas, the hidden followers of the Baltic faith know that everything is connected through the divine spirit, even those who oppress them. So it is that they continue their work unabated, spreading the words of the High Priest even among those who are at first unwilling to listen. Through the divine commonality of Perkunas, Saule or Daugava, they believe anyone can find a home with them.;Enfants de Dievas, les adeptes cachés de la foi balte savent que tout est relié par l'esprit divin, même ceux qui les oppriment. C'est ainsi qu'ils continuent leur travail sans relâche, répandant les paroles du grand prêtre, même parmi ceux qui ne veulent d'abord pas écouter. Du fait des points communs divins entre Perkunas, Saule et Daugava, ils croient que n'importe qui peut se retrouver dans leurs croyances.;Als Kinder von Dievas wissen die versteckten Anhänger der Baltischen Mythologie, dass alles durch den göttlichen Geist miteinander verbunden ist, selbst diejenigen, von denen sie unterdrückt werden. Aus diesem Grund führen sie ihre Arbeit beharrlich fort und verbreiten die Lehren des Hohepriesters sogar unter denen, die zuerst nicht zuhören wollen. Sie glauben, dass durch die göttliche Kommunalität von Perkunas, Saule oder Daugava jeder bei ihnen ein Zuhause finden kann.;;Como hijos de Dievas, los seguidores ocultos de la fe báltica saben que todo está conectado por el espíritu divino, incluso aquellos que los oprimen. Por ello no cesan en su labor de difundir las palabras del sumo sacerdote incluso entre aquellos que en un principio no están dispuestos a escuchar. A través de la comunidad divina de Perkunas, Saule o Daugava, creen que cualquiera puede encontrar un hogar con ellos.;;;;;;;;;x
secret_religious_society_baltic_pagan_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_baltic_pagan_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_baltic_pagan_rank_1_male;Faithful;Fidèle;Gläubiger;;Fiel;;;;;;;;;x
secret_religious_society_baltic_pagan_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_baltic_pagan_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_baltic_pagan_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_baltic_pagan_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_baltic_pagan_rank_4_female;Herald;Messagère;Heroldin;;Mensajera;;;;;;;;;x
secret_religious_society_baltic_pagan_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_baltic_pagan_reformed;[GetReligiousCommunityName_baltic_pagan_reformed];[GetReligiousCommunityName_baltic_pagan_reformed];[GetReligiousCommunityName_baltic_pagan_reformed];;[GetReligiousCommunityName_baltic_pagan_reformed];;;;;;;;;x
secret_religious_society_baltic_pagan_reformed_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_baltic_pagan_reformed_desc;[GetReligiousSocietyDesc_baltic_pagan_reformed];[GetReligiousSocietyDesc_baltic_pagan_reformed];[GetReligiousSocietyDesc_baltic_pagan_reformed];;[GetReligiousSocietyDesc_baltic_pagan_reformed];;;;;;;;;x
secret_religious_society_baltic_pagan_reformed_desc_REAL;As children of Dievas, the hidden followers of the Baltic faith know that everything is connected through the divine spirit, even those who oppress them. So it is that they continue their work unabated, spreading the words of the High Priest even among those who are at first unwilling to listen. Through the divine commonality of Perkunas, Saule or Daugava, they believe anyone can find a home with them.;Enfants de Dievas, les adeptes cachés de la foi balte savent que tout est relié par l'esprit divin, même ceux qui les oppriment. C'est ainsi qu'ils continuent leur travail sans relâche, répandant les paroles du grand prêtre, même parmi ceux qui ne veulent d'abord pas écouter. Du fait des points communs divins entre Perkunas, Saule et Daugava, ils croient que n'importe qui peut se retrouver dans leurs croyances.;Als Kinder von Dievas wissen die versteckten Anhänger der Baltischen Mythologie, dass alles durch den göttlichen Geist miteinander verbunden ist, selbst diejenigen, von denen sie unterdrückt werden. Aus diesem Grund führen sie ihre Arbeit beharrlich fort und verbreiten die Lehren des Hohepriesters sogar unter denen, die zuerst nicht zuhören wollen. Sie glauben, dass durch die göttliche Kommunalität von Perkunas, Saule oder Daugava jeder bei ihnen ein Zuhause finden kann.;;Como hijos de Dievas, los seguidores ocultos de la fe báltica saben que todo está conectado por el espíritu divino, incluso aquellos que los oprimen. Por ello no cesan en su labor de difundir las palabras del sumo sacerdote incluso entre aquellos que en un principio no están dispuestos a escuchar. A través de la comunidad divina de Perkunas, Saule o Daugava, creen que cualquiera puede encontrar un hogar con ellos.;;;;;;;;;x
secret_religious_society_baltic_pagan_reformed_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_baltic_pagan_reformed_rank_1_female;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_baltic_pagan_reformed_rank_1_male;Faithful;Fidèle;Getreuer;;Fiel;;;;;;;;;x
secret_religious_society_baltic_pagan_reformed_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_baltic_pagan_reformed_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_baltic_pagan_reformed_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_baltic_pagan_reformed_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_baltic_pagan_reformed_rank_4_female;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x
secret_religious_society_baltic_pagan_reformed_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_bogomilist;[GetReligiousCommunityName_bogomilist];[GetReligiousCommunityName_bogomilist];[GetReligiousCommunityName_bogomilist];;[GetReligiousCommunityName_bogomilist];;;;;;;;;x
secret_religious_society_bogomilist_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_bogomilist_desc;[GetReligiousSocietyDesc_bogomilist];[GetReligiousSocietyDesc_bogomilist];[GetReligiousSocietyDesc_bogomilist];;[GetReligiousSocietyDesc_bogomilist];;;;;;;;;x
secret_religious_society_bogomilist_desc_REAL;Bogomilism is a Gnostic sect centered around a dualistic doctrine. Its members believe in two Gods - the good God who is the creator of the heavenly spiritual realm and the evil God who created the physical world with all its temptations and suffering.;Le bogomilisme est une secte gnostique centrée autour d'une doctrine dualiste. Ses membres croient en deux dieux: le bon Dieu qui est le créateur du royaume spirituel céleste et le Dieu malin qui a créé le monde physique avec toutes ses tentations et ses souffrances.;Die Bogomilen sind eine gnostische Sekte mit einer dualistischen Doktrin. Die Anhänger dieser Sekte glauben an zwei Götter: den guten Gott, der das spirituelle Himmelreich erschaffen hat, und den bösen Gott, der die physische Welt mit ihren Versuchungen und ihrem Leiden erschaffen hat.;;El bogomilismo es una secta gnóstica en torno a una doctrina dualista. Sus miembros creen en dos dioses: el buen Dios, creador del mundo espiritual, y el dios malo, creador del mundo físico con todas sus tentaciones y sufrimiento.;;;;;;;;;x
secret_religious_society_bogomilist_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_bogomilist_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_bogomilist_rank_1_male;Faithful;Fidèle;Gläubiger;;Fiel;;;;;;;;;x
secret_religious_society_bogomilist_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_bogomilist_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_bogomilist_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_bogomilist_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_bogomilist_rank_4_female;Herald;Messagère;Heroldin;;Mensajera;;;;;;;;;x
secret_religious_society_bogomilist_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_bon_pagan;[GetReligiousCommunityName_bon_pagan];[GetReligiousCommunityName_bon_pagan];[GetReligiousCommunityName_bon_pagan];;[GetReligiousCommunityName_bon_pagan];;;;;;;;;x
secret_religious_society_bon_pagan_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_bon_pagan_desc;[GetReligiousSocietyDesc_bon_pagan];[GetReligiousSocietyDesc_bon_pagan];[GetReligiousSocietyDesc_bon_pagan];;[GetReligiousSocietyDesc_bon_pagan];;;;;;;;;x
secret_religious_society_bon_pagan_desc_REAL;Followers of the Bön religion worship many gods and spirits. Adherents seek Great Perfection through the Dzogchen, which is one of the Nine Vehicles (or paths) of the Bön faith. In secret, the Bön Faithful continue to sacrifice animals made of barley flour to appease the higher powers.;Les adeptes de la religion bön adorent de nombreux dieux et esprits. Ils recherchent la Grande Perfection à travers le Dzogchen, qui est l'un des neuf véhicules (ou chemins) de la foi bön. En secret, les böns continuent à sacrifier des animaux faits de farine d'orge pour apaiser les puissances supérieures.;Anhänger der Bön-Religion beten viele Götter und Geister an. Sie streben Vollkommenheit durch die Befolgung des Dzogchen an, einem der neun Fahrzeuge (oder Wege) des Bön-Glaubens. Im Geheimen opfern die Bön-Gläubigen weiterhin Tiere, die aus Gerstenmehl gemacht wurden, um die höheren Mächte zu beruhigen.;;Los seguidores de la religión bön adoran muchos dioses y espíritus. Sus adeptos buscan la Gran perfección mediante el dzogchen, uno de los Nueve vehículos (o caminos) de la fe bön. En secreto, los fieles del bön siguen sacrificando animales hechos de harina de cebada para apaciguar a los grandes poderes.;;;;;;;;;x
secret_religious_society_bon_pagan_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_bon_pagan_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_bon_pagan_rank_1_male;Faithful;Fidèle;Gläubiger;;Fiel;;;;;;;;;x
secret_religious_society_bon_pagan_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_bon_pagan_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
